,Unnamed: 0,Brand,Engine_Displacement,Fuel_Type,Insurance,Kms_Driven,Location,Model,Ownership,Price,Registration_Year,Seats,Transmission
4431,4431,Maruti,1462.0,Petrol,Comprehensive,58780,Bangalore,XL6 Alpha AT,First Owner,1235000.0,2021,6,Automatic
4432,4432,Hyundai,1582.0,Diesel,Comprehensive,67000,Bangalore,Creta  SX Automatic,First Owner,1425000.0,2018,5,Automatic
4433,4433,Honda,1497.0,Petrol,Comprehensive,34455,Bangalore,City i-VTEC CVT VX,First Owner,965000.0,2019,5,Automatic
4434,4434,Hyundai,1591.0,Petrol,Comprehensive,54360,Bangalore,Creta  VTVT SX Plus,First Owner,819999.9999999999,2017,5,Manual
4435,4435,Land Rover,1999.0,Diesel,Expired,33974,Bangalore,Range Rover Evoque  TD4 SE Dynamic,First Owner,4475000.0,2018,5,Automatic
4436,4436,BMW,1995.0,Diesel,Comprehensive,45485,Bangalore,5 Series  Luxury Line,Second Owner,2171000.0,2015,5,Automatic
4437,4437,MG,1956.0,Diesel,Comprehensive,105000,Bangalore,Hector Sharp  MT,First Owner,1500000.0,2021,5,Manual
4438,4438,Renault,1461.0,Diesel,Expired,77000,Bangalore,Duster 110PS  RxZ AMT,Second Owner,795000.0,2018,5,Automatic
4439,4439,Maruti,1248.0,Diesel,Comprehensive,90000,Bangalore,Swift ZDi,Second Owner,500000.0,2013,5,Manual
4440,4440,Renault,1461.0,Diesel,Expired,71000,Bangalore,Duster 110PS  RxZ,Second Owner,575000.0,2012,5,Manual
4441,4441,Maruti,1373.0,Petrol,Expired,71589,Bangalore,Ciaz VXi,Second Owner,500000.0,2015,5,Manual
4442,4442,Hyundai,1086.0,Petrol,Third Party,55000,Bangalore,i10 Magna 1.,First Owner,490000.00000000006,2016,5,Manual
4443,4443,Tata,1497.0,Diesel,Comprehensive,70000,Bangalore,Nexon  Revotorq XZ Plus,First Owner,880000.0000000001,2018,5,Manual
4444,4444,Mercedes Benz,1950.0,Diesel,Comprehensive,29000,Bangalore,Prime C,First Owner,3900000.0,2021,5,Automatic
4445,4445,Toyota,2982.0,Diesel,Expired,93000,Bangalore,Fortuner 4x2 Manual,Second Owner,1600000.0,2014,7,Manual
4446,4446,Tata,1199.0,Petrol,Comprehensive,3741,Bangalore,Tiago NRG XZ,First Owner,695000.0,2023,5,Manual
4447,4447,Maruti,1197.0,Petrol,Comprehensive,15521,Bangalore,Wagon R VXI,First Owner,462000.0,2016,5,Manual
4448,4448,Maruti,1462.0,Petrol,Comprehensive,78208,Bangalore,Ertiga VXI,First Owner,742000.0,2018,7,Manual
4449,4449,Maruti,998.0,Petrol,Comprehensive,70000,Bangalore,Alto K10 VXI,First Owner,370000.0,2016,5,Manual
4450,4450,Hyundai,1591.0,Petrol,Comprehensive,142783,Bangalore,Creta  Gamma SX Plus,First Owner,741000.0,2016,5,Manual
4451,4451,Land Rover,1997.0,Diesel,Comprehensive,32000,Bangalore,Range Rover Evoque  R-Dynamic SE,First Owner,5395000.0,2020,5,Automatic
4452,4452,Ford,2953.0,Diesel,Third Party,62000,Bangalore,Endeavour 3. 4X4 AT,Second Owner,999000.0,2014,7,Automatic
4453,4453,Hyundai,1591.0,Petrol,Comprehensive,76000,Bangalore,Creta  VTVT SX Plus,First Owner,825000.0,2016,5,Manual
4454,4454,Skoda,1498.0,Diesel,Expired,111000,Bangalore,Rapid  TDI Ambition,First Owner,925000.0,2020,5,Manual
4455,4455,Volkswagen,1198.0,Petrol,Zero Dep,84205,Bangalore,Ameo  MPI Highline Plus,First Owner,469000.00000000006,2017,5,Manual
4456,4456,Hyundai,1197.0,Petrol,Comprehensive,51000,Bangalore,i20 Asta Option,Second Owner,655000.0,2016,5,Manual
4457,4457,Hyundai,1582.0,Diesel,Comprehensive,65000,Bangalore,Verna  CRDI,Second Owner,425000.0,2011,5,Manual
4458,4458,Toyota,2755.0,Diesel,Comprehensive,23000,Bangalore,Fortuner 4X2,First Owner,3850000.0,2024,7,Manual
4459,4459,Audi,2967.0,Diesel,Comprehensive,67838,Bangalore,Q7 45 TDI Quattro Technology,First Owner,4000000.0,2018,7,Automatic
4460,4460,Skoda,1798.0,Petrol,Comprehensive,32000,Bangalore,Superb LK  TSI AT,Second Owner,1950000.0,2017,5,Automatic
4461,4461,Hyundai,1197.0,Petrol,Expired,31851,Bangalore,Grand i10  Kappa Sportz,First Owner,479000.0,2018,5,Manual
4462,4462,Maruti,1462.0,Petrol,Comprehensive,150000,Bangalore,Ertiga ZXI Plus,First Owner,1000000.0,2020,7,Manual
4463,4463,Skoda,1498.0,Diesel,Comprehensive,95693,Bangalore,Rapid  TDI AT Style,First Owner,723000.0,2017,5,Automatic
4464,4464,Hyundai,1197.0,Petrol,Expired,27060,Bangalore,i20 Sportz,First Owner,875000.0,2021,5,Manual
4465,4465,Maruti,1197.0,Petrol,Comprehensive,60420,Bangalore,Baleno  Alpha,First Owner,679000.0,2018,5,Manual
4466,4466,Mahindra,2179.0,Diesel,Comprehensive,73000,Bangalore,XUV500 W10 2WD,First Owner,1030000.0,2015,7,Manual
4467,4467,Toyota,1364.0,Diesel,Comprehensive,46987,Bangalore,Etios GD,First Owner,475000.0,2012,5,Manual
4468,4468,Honda,1497.0,Petrol,Comprehensive,45000,Bangalore,Mobilio V i-VTEC,First Owner,575000.0,2015,7,Manual
4469,4469,Jeep,1368.0,Petrol,Comprehensive,28400,Bangalore,Compass  Limited Opt DCT,First Owner,2036000.0,2022,5,Automatic
4470,4470,Hyundai,1197.0,Petrol,Comprehensive,67622,Bangalore,Xcent,First Owner,433000.0,2014,5,Manual
4471,4471,Maruti,1197.0,Petrol,Expired,19577,Bangalore,Baleno Zeta CVT,First Owner,800000.0,2021,5,Automatic
4472,4472,Kia,1353.0,Petrol,Zero Dep,65139,Bangalore,Seltos GTX,First Owner,1105000.0,2020,5,Manual
4473,4473,Hyundai,1582.0,Diesel,Expired,80176,Bangalore,Verna  SX CRDI (O) AT,Second Owner,675000.0,2015,5,Automatic
4474,4474,Renault,999.0,Petrol,Third Party,69531,Bangalore,KWID  AMT RXT,First Owner,327000.0,2018,5,Automatic
4475,4475,Hyundai,1591.0,Petrol,Third Party,62953,Bangalore,Verna VTVT  AT SX Option,First Owner,965000.0,2018,5,Automatic
4476,4476,Honda,1497.0,Petrol,Comprehensive,79075,Bangalore,City V MT,First Owner,694000.0,2017,5,Manual
4477,4477,Hyundai,1591.0,Petrol,Comprehensive,51960,Bangalore,Verna  VTVT EX AT,First Owner,782000.0,2017,5,Automatic
4478,4478,Maruti,998.0,Petrol,Comprehensive,37843,Bangalore,Celerio VXI,Second Owner,388000.0,2015,5,Manual
4479,4479,Hyundai,1591.0,Petrol,Comprehensive,39000,Bangalore,Creta  VTVT E Plus,First Owner,865000.0,2017,5,Manual
4480,4480,Honda,1497.0,Petrol,Comprehensive,111738,Bangalore,City V MT,Second Owner,410000.0,2012,5,Manual
4481,4481,Mercedes Benz,2987.0,Diesel,Comprehensive,49000,Bangalore,Grand Edition,Second Owner,6950000.0,2019,7,Automatic
4482,4482,Mahindra,1493.0,Diesel,Expired,79000,Bangalore,TUV 300 T4,First Owner,595000.0,2016,7,Manual
4483,4483,Volkswagen,1199.0,Petrol,Comprehensive,40414,Bangalore,Polo  MPI Comfortline,First Owner,585000.0,2017,5,Manual
4484,4484,Hyundai,1197.0,Petrol,Comprehensive,492,Bangalore,Grand i10  Kappa Sportz Dual Tone,First Owner,619000.0,2019,5,Manual
4485,4485,Maruti,998.0,Petrol,Expired,81932,Bangalore,Celerio VXI AT,Second Owner,395000.0,2014,5,Automatic
4486,4486,Honda,1497.0,Petrol,Expired,83000,Bangalore,City i VTEC V,First Owner,495000.0,2013,5,Manual
4487,4487,Renault,999.0,Petrol,Expired,57000,Bangalore,Triber RXZ,First Owner,575000.0,2019,7,Manual
4488,4488,Renault,999.0,Petrol,Third Party,18047,Bangalore,KWID  RXT AMT Opt,Second Owner,398000.0,2020,5,Automatic
4489,4489,Maruti,998.0,Petrol,Comprehensive,21317,Bangalore,Celerio VXI,First Owner,410000.0,2016,5,Manual
4490,4490,Honda,1199.0,Petrol,Comprehensive,90381,Bangalore,Jazz  VX i VTEC,First Owner,459000.0,2016,5,Manual
4491,4491,Volkswagen,999.0,Petrol,Comprehensive,65000,Bangalore,Polo  TSI Highline Plus,First Owner,875000.0,2021,5,Manual
4492,4492,Renault,999.0,Petrol,Expired,26693,Bangalore,KWID  AMT RXT,Second Owner,405000.0,2017,5,Automatic
4493,4493,Hyundai,1582.0,Diesel,Comprehensive,59000,Bangalore,Creta  CRDi SX,Second Owner,990000.0,2016,5,Manual
4494,4494,Toyota,2982.0,Diesel,Comprehensive,85000,Bangalore,Fortuner 4x2 Manual,Second Owner,1595000.0,2013,7,Manual
4495,4495,Hyundai,1086.0,Petrol,Expired,66000,Bangalore,i10 Magna 1.,First Owner,389000.0,2016,5,Manual
4496,4496,Kia,1353.0,Petrol,Zero Dep,38459,Bangalore,Carens Luxury Plus Turbo 2022-2023,First Owner,1520000.0,2022,7,Manual
4497,4497,BMW,1995.0,Petrol,Expired,80000,Bangalore,3 Series 320i Touring,Third Owner,800000.0,2012,5,Automatic
4498,4498,Hyundai,1197.0,Petrol,Comprehensive,41477,Bangalore,Grand i10  Kappa Asta,First Owner,508000.0,2015,5,Manual
4499,4499,Honda,1497.0,Petrol,Comprehensive,23841,Bangalore,City V MT,Second Owner,747000.0,2018,5,Manual
4500,4500,Honda,1497.0,Petrol,Comprehensive,71869,Bangalore,City i VTEC V,First Owner,625000.0,2015,5,Manual
4501,4501,Hyundai,1197.0,Petrol,Comprehensive,33504,Bangalore,i20 Sportz Option,First Owner,556000.0,2015,5,Manual
4502,4502,Mahindra,1198.0,Petrol,Comprehensive,68873,Bangalore,KUV 100 NXT G80 K2 Plus 6 Str,Second Owner,387000.0,2016,6,Manual
4503,4503,Volkswagen,1598.0,Petrol,Comprehensive,39000,Bangalore,Vento  Highline AT,Second Owner,465000.00000000006,2012,5,Automatic
4504,4504,Maruti,1462.0,Petrol,Comprehensive,24345,Bangalore,XL6 Zeta,First Owner,1125000.0,2022,6,Manual
4505,4505,Renault,999.0,Petrol,Comprehensive,58087,Bangalore,KWID Climber  MT,Third Owner,301000.0,2019,5,Manual
4506,4506,Maruti,1248.0,Diesel,Expired,95000,Bangalore,Ertiga ZDI,Second Owner,695000.0,2013,7,Manual
4507,4507,Toyota,2982.0,Diesel,Expired,85000,Bangalore,Fortuner 4x2 Manual,Second Owner,1450000.0,2013,7,Manual
4508,4508,Honda,1199.0,Petrol,Comprehensive,61000,Bangalore,Jazz  V AT i VTEC,Second Owner,625000.0,2017,5,Automatic
4509,4509,Hyundai,998.0,Petrol,Comprehensive,40000,Bangalore,Venue SX Turbo iMT,Second Owner,894999.9999999999,2020,5,Manual
4510,4510,Honda,1498.0,Petrol,Comprehensive,40000,Bangalore,City ZX MT,First Owner,1145000.0,2021,5,Manual
4511,4511,Hyundai,1197.0,Petrol,Comprehensive,28800,Bangalore,i20 Magna Plus,First Owner,680000.0,2019,5,Manual
4512,4512,Volkswagen,1198.0,Petrol,Comprehensive,71000,Bangalore,Polo  Highline 1.,First Owner,465000.00000000006,2013,5,Manual
4513,4513,Hyundai,1999.0,Petrol,Comprehensive,7350,Bangalore,Tucson Signature AT,First Owner,3211000.0,2023,5,Automatic
4514,4514,Volkswagen,1197.0,Petrol,Comprehensive,44000,Bangalore,Polo GT TSI,First Owner,825000.0,2016,5,Automatic
4515,4515,Hyundai,1497.0,Petrol,Comprehensive,7000,Bangalore,Creta SX,First Owner,1650000.0,2023,5,Manual
4516,4516,Maruti,1197.0,Petrol,Comprehensive,34000,Bangalore,Baleno  Delta,First Owner,625000.0,2018,5,Manual
4517,4517,Hyundai,1197.0,Petrol,Comprehensive,40000,Bangalore,i20 Sportz,First Owner,440000.00000000006,2014,5,Manual
4518,4518,Mercedes Benz,2143.0,Diesel,Expired,88000,Bangalore,C 220 CDI Avantgarde,Third Owner,1850000.0,2016,5,Automatic
4519,4519,Kia,1497.0,Petrol,Comprehensive,81000,Bangalore,Seltos HTX IVT,First Owner,1375000.0,2020,5,Automatic
4520,4520,Hyundai,1497.0,Petrol,Comprehensive,25503,Bangalore,Creta E,First Owner,1165000.0,2023,5,Manual
4521,4521,Maruti,998.0,Petrol,Comprehensive,64000,Bangalore,Celerio VXI AT,Second Owner,345000.0,2014,5,Automatic
4522,4522,Hyundai,1197.0,Petrol,Comprehensive,79207,Bangalore,Grand i10 Asta Option,Second Owner,405000.0,2013,5,Manual
4523,4523,Renault,1461.0,Diesel,Expired,42867,Bangalore,Duster 85PS  RxL,Second Owner,650000.0,2015,5,Manual
4524,4524,Datsun,1198.0,Petrol,Comprehensive,52743,Bangalore,GO Remix Limited Edition,First Owner,315000.0,2018,5,Manual
4525,4525,Maruti,1248.0,Diesel,Comprehensive,99000,Bangalore,Ciaz ZDi Plus SHVS,First Owner,635000.0,2016,5,Manual
4526,4526,Kia,1197.0,Petrol,Comprehensive,2081,Bangalore,Sonet HTK Plus,Second Owner,959000.0,2023,5,Manual
4527,4527,Mahindra,2179.0,Diesel,Comprehensive,47215,Bangalore,XUV500 W9 AT,First Owner,1170000.0,2016,7,Automatic
4528,4528,Volkswagen,999.0,Petrol,Third Party,57565,Bangalore,Polo  MPI Highline Plus,First Owner,765000.0,2018,5,Manual
4529,4529,BMW,2993.0,Diesel,Comprehensive,66014,Bangalore,5 Series  M Sport,Fourth Owner,4100000.0,2019,5,Automatic
4530,4530,Renault,1461.0,Diesel,Expired,123041,Bangalore,Duster 110PS  RxZ,First Owner,680000.0,2016,5,Manual
4531,4531,Hyundai,998.0,Petrol,Comprehensive,29673,Bangalore,Venue SX Plus Turbo DCT,First Owner,1093000.0,2021,5,Automatic
4532,4532,Jeep,1956.0,Diesel,Comprehensive,18200,Bangalore,Compass  Model S Opt 4x4 AT,First Owner,3195000.0,2023,5,Automatic
4533,4533,Volkswagen,1498.0,Diesel,Comprehensive,85408,Bangalore,Polo  TDI Highline,First Owner,556000.0,2015,5,Manual
4534,4534,Maruti,1197.0,Petrol,Comprehensive,16549,Bangalore,Wagon R ZXI,First Owner,594000.0,2020,5,Manual
4535,4535,Renault,1461.0,Diesel,Comprehensive,81077,Bangalore,Duster SANDSTORM RXS 110 PS,First Owner,725000.0,2017,5,Manual
4536,4536,Maruti,998.0,Petrol,Comprehensive,44209,Bangalore,Celerio VXI,Second Owner,471000.0,2019,5,Manual
4537,4537,Maruti,1197.0,Petrol,Comprehensive,96602,Bangalore,Swift Dzire VXI,First Owner,338000.0,2011,5,Manual
4538,4538,Mahindra,2179.0,Diesel,Comprehensive,51500,Bangalore,XUV500 R W10 FWD,First Owner,1485000.0,2018,7,Manual
4539,4539,Kia,1353.0,Petrol,Comprehensive,62000,Bangalore,Seltos GTX Plus,First Owner,1400000.0,2022,5,Manual
4540,4540,Honda,1199.0,Petrol,Comprehensive,49331,Bangalore,Jazz V,First Owner,547000.0,2016,5,Manual
4541,4541,Maruti,998.0,Petrol,Comprehensive,55750,Bangalore,Celerio VXI,Second Owner,351000.0,2014,5,Manual
4542,4542,Renault,999.0,Petrol,Comprehensive,11448,Bangalore,KWID  AMT RXT,First Owner,537000.0,2022,5,Automatic
4543,4543,Hyundai,1396.0,Diesel,Expired,82385,Bangalore,i20 Asta  CRDi,Second Owner,608000.0,2015,5,Manual
4544,4544,Hyundai,814.0,Petrol,Comprehensive,52694,Bangalore,EON Magna,Third Owner,307000.0,2018,5,Manual
4545,4545,Hyundai,1493.0,Diesel,Comprehensive,34000,Bangalore,i20 Sportz,First Owner,950000.0,2021,5,Manual
4546,4546,Toyota,1496.0,Petrol,Third Party,79000,Bangalore,Yaris VX,First Owner,799000.0,2019,5,Manual
4547,4547,Ford,1498.0,Diesel,Comprehensive,52513,Bangalore,Ecosport  TDCi Titanium,First Owner,695000.0,2015,5,Manual
4548,4548,Audi,1968.0,Diesel,Comprehensive,91000,Bangalore,Q3  TDI,Third Owner,1400000.0,2014,5,Automatic
4549,4549,Maruti,1197.0,Petrol,Comprehensive,75000,Bangalore,Baleno  Delta,First Owner,600000.0,2016,5,Manual
4550,4550,Renault,799.0,Petrol,Expired,52000,Bangalore,KWID RXT,First Owner,325000.0,2015,5,Manual
4551,4551,Ford,1498.0,Diesel,Comprehensive,56305,Bangalore,Ecosport Thunder Edition,First Owner,925000.0,2019,5,Manual
4552,4552,Datsun,1198.0,Petrol,Comprehensive,59741,Bangalore,GO T,Second Owner,285000.0,2017,5,Manual
4553,4553,Toyota,2982.0,Diesel,Comprehensive,202565,Bangalore,Fortuner,Third Owner,1095000.0,2011,7,Manual
4554,4554,Mahindra,1198.0,Petrol,Comprehensive,44830,Bangalore,KUV 100 mFALCON G80 K8 Dual Tone,Second Owner,419000.00000000006,2017,6,Manual
4555,4555,Maruti,1197.0,Petrol,Comprehensive,52420,Bangalore,Swift VXI,Second Owner,344000.0,2011,5,Manual
4556,4556,Mitsubishi,2477.0,Diesel,Comprehensive,119000,Bangalore,Pajero Select Plus 4X4 MT,Second Owner,890000.0,2013,7,Manual
4557,4557,Maruti,998.0,Petrol,Expired,58000,Bangalore,Celerio ZXI AMT,First Owner,525000.0,2017,5,Automatic
4558,4558,Maruti,1248.0,Diesel,Expired,108773,Bangalore,Vitara Brezza VDi,First Owner,900000.0,2019,5,Manual
4559,4559,Renault,1461.0,Diesel,Comprehensive,66329,Bangalore,Duster 110PS  RxZ AMT,First Owner,859000.0,2018,5,Automatic
4560,4560,Hyundai,1582.0,Diesel,Expired,84000,Bangalore,Creta  CRDi SX,Second Owner,800000.0,2015,5,Manual
4561,4561,BMW,2993.0,Diesel,Comprehensive,71000,Bangalore,X5 xDrive  M Sport,Third Owner,4500000.0,2018,5,Automatic
4562,4562,Hyundai,998.0,Petrol,Comprehensive,34000,Bangalore,Venue S Turbo,First Owner,815000.0,2019,5,Manual
4563,4563,Kia,1353.0,Petrol,Comprehensive,51538,Bangalore,Seltos GTX Plus,First Owner,1645000.0,2022,5,Manual
4564,4564,Hyundai,1396.0,Diesel,Comprehensive,80880,Bangalore,i20  CRDi Sportz,First Owner,425000.0,2012,5,Manual
4565,4565,Toyota,1462.0,Petrol,Comprehensive,22045,Bangalore,Hyryder V AWD,First Owner,1595000.0,2022,5,Manual
4566,4566,Volkswagen,1498.0,Diesel,Comprehensive,100737,Bangalore,Polo  TDI Comfortline,First Owner,516000.0,2015,5,Manual
4567,4567,Toyota,1798.0,Diesel,Comprehensive,55000,Bangalore,Etios Liva  TRD Sportivo,Third Owner,490000.00000000006,2013,5,Manual
4568,4568,Hyundai,1591.0,Petrol,Comprehensive,52500,Bangalore,Verna  SX VTVT,First Owner,625000.0,2015,5,Manual
4569,4569,Volkswagen,1198.0,Petrol,Expired,69508,Bangalore,Polo  Highline 1.,First Owner,400000.0,2013,5,Manual
4570,4570,Honda,1498.0,Diesel,Comprehensive,45799,Bangalore,WR-V i-DTEC V,Second Owner,592000.0,2018,5,Manual
4571,4571,Maruti,1462.0,Petrol,Comprehensive,42000,Bangalore,Vitara Brezza VXI,First Owner,825000.0,2021,5,Manual
4572,4572,Hyundai,1197.0,Petrol,Comprehensive,26468,Bangalore,Grand i10  Kappa Sportz,First Owner,591000.0,2019,5,Manual
4573,4573,Hyundai,1396.0,Diesel,Comprehensive,60285,Bangalore,i20 Asta  CRDi,First Owner,418000.0,2012,5,Manual
4574,4574,Maruti,998.0,Petrol,Comprehensive,80000,Bangalore,Alto K10 2010-2014 VXI,Second Owner,265000.0,2012,5,Manual
4575,4575,Maruti,998.0,Petrol,Comprehensive,49059,Bangalore,Celerio VXI,First Owner,383000.0,2014,5,Manual
4576,4576,Hyundai,1197.0,Petrol,Comprehensive,47000,Bangalore,i20 Sportz Plus,First Owner,715000.0,2019,5,Manual
4577,4577,Maruti,1197.0,Petrol,Comprehensive,73043,Bangalore,Ignis  Alpha,First Owner,549000.0,2018,5,Manual
4578,4578,Maruti,1197.0,Petrol,Comprehensive,12536,Bangalore,Baleno  Alpha,First Owner,900000.0,2022,5,Manual
4579,4579,Toyota,1496.0,Petrol,Comprehensive,45000,Bangalore,Etios V,Second Owner,465000.00000000006,2013,5,Manual
4580,4580,Kia,1493.0,Diesel,Comprehensive,28000,Bangalore,Seltos GTX Plus  AT,First Owner,1800000.0,2021,5,Automatic
4581,4581,Hyundai,998.0,Petrol,Comprehensive,32057,Bangalore,Venue SX Turbo,First Owner,905000.0,2022,5,Manual
4582,4582,Mercedes Benz,1991.0,Petrol,Comprehensive,60000,Bangalore,C 200 CGI,Second Owner,2000000.0,2015,5,Automatic
4583,4583,Maruti,1373.0,Petrol,Expired,101000,Bangalore,Ertiga ZXI,Second Owner,675000.0,2014,7,Manual
4584,4584,Maruti,998.0,Petrol,Zero Dep,5198,Bangalore,Alto K10 LXi,First Owner,433000.0,2023,5,Manual
4585,4585,Toyota,2982.0,Diesel,Comprehensive,228000,Bangalore,Fortuner 4x2 AT,Third Owner,1400000.0,2013,7,Automatic
4586,4586,Honda,1498.0,Diesel,Comprehensive,60000,Bangalore,BR-V i-DTEC V MT,Second Owner,755000.0,2017,7,Manual
4587,4587,Maruti,998.0,Petrol,Comprehensive,45605,Bangalore,Celerio VXI,Second Owner,397000.0,2017,5,Manual
4588,4588,Maruti,1373.0,Petrol,Comprehensive,32191,Bangalore,Ertiga ZXI,First Owner,1042000.0,2022,7,Manual
4589,4589,Honda,1498.0,Diesel,Zero Dep,24949,Bangalore,City i-DTEC VX,Second Owner,941000.0,2019,5,Manual
4590,4590,Maruti,998.0,Petrol,Third Party,21729,Bangalore,Wagon R VXI BS IV,First Owner,358000.0,2015,5,Manual
4591,4591,Honda,1498.0,Diesel,Comprehensive,149212,Bangalore,Amaze VX,First Owner,475000.0,2013,5,Manual
4592,4592,Hyundai,998.0,Petrol,Comprehensive,35966,Bangalore,Venue S Turbo DCT,First Owner,874000.0,2020,5,Automatic
4593,4593,Maruti,1197.0,Petrol,Comprehensive,29000,Bangalore,Swift ZXI,First Owner,735000.0,2020,5,Manual
4594,4594,Hyundai,1086.0,Petrol,Zero Dep,63562,Bangalore,Santro Sportz AMT,Second Owner,405000.0,2019,5,Automatic
4595,4595,Ford,1497.0,Petrol,Comprehensive,24399,Bangalore,Aspire Titanium Automatic,First Owner,699000.0,2019,5,Automatic
4596,4596,Toyota,2755.0,Diesel,Comprehensive,64000,Bangalore,Fortuner  2WD AT,Third Owner,2775000.0,2017,7,Automatic
4597,4597,Hyundai,998.0,Petrol,Expired,28000,Bangalore,i20 Asta Turbo DCT,First Owner,965000.0,2021,5,Automatic
4598,4598,Mercedes Benz,2143.0,Diesel,Comprehensive,52234,Bangalore,C 220 CDI Style,Second Owner,2596000.0,2018,5,Automatic
4599,4599,Maruti,1197.0,Petrol,Comprehensive,44540,Bangalore,Swift Dzire AMT ZXI Plus,First Owner,640000.0,2019,5,Automatic
4600,4600,Renault,999.0,Petrol,Comprehensive,4700,Bangalore,KWID Climber  MT DT,First Owner,545000.0,2022,5,Manual
4601,4601,Toyota,2755.0,Diesel,Expired,74936,Bangalore,Innova Crysta  ZX AT,Second Owner,2350000.0,2019,7,Automatic
4602,4602,Honda,1497.0,Petrol,Comprehensive,42148,Bangalore,City  S MT,Second Owner,325000.0,2011,5,Manual
4603,4603,Maruti,1373.0,CNG,Comprehensive,99067,Bangalore,Ertiga VXI,First Owner,689000.0,2016,7,Manual
4604,4604,Toyota,2982.0,Diesel,Expired,140000,Bangalore,Fortuner 4x2 AT,First Owner,1341000.0,2012,7,Automatic
4605,4605,Hyundai,1591.0,Petrol,Comprehensive,51600,Bangalore,Creta  E Plus,Third Owner,770000.0,2017,5,Manual
4606,4606,Honda,1198.0,Petrol,Comprehensive,56256,Bangalore,Jazz S,First Owner,517000.0,2016,5,Manual
4607,4607,Hyundai,1197.0,Petrol,Comprehensive,64000,Bangalore,Grand i10 Asta,Second Owner,535000.0,2016,5,Manual
4608,4608,Maruti,1462.0,Petrol,Comprehensive,25843,Bangalore,Ertiga ZXI Plus,First Owner,1045000.0,2019,7,Manual
4609,4609,Volkswagen,999.0,Petrol,Comprehensive,83816,Bangalore,Polo  TSI Highline Plus,Third Owner,390000.0,2013,5,Manual
4610,4610,BMW,1995.0,Diesel,Comprehensive,18000,Bangalore,5 Series  Luxury Line,Second Owner,3875000.0,2018,5,Automatic
4611,4611,Mahindra,2179.0,Diesel,Comprehensive,107000,Bangalore,XUV500 W8 FWD,Second Owner,595000.0,2015,7,Manual
4612,4612,Ford,1499.0,Petrol,Expired,28000,Bangalore,Ecosport  Ti VCT AT Titanium,Second Owner,795000.0,2017,5,Automatic
4613,4613,Hyundai,1197.0,Petrol,Expired,59000,Bangalore,i10 Sportz AT,First Owner,345000.0,2011,5,Automatic
4614,4614,Renault,999.0,Petrol,Comprehensive,50641,Bangalore,KWID  RXT 02 Anniversary Edition,First Owner,365000.0,2018,5,Manual
4615,4615,Hyundai,1197.0,Petrol,Comprehensive,60000,Bangalore,i20 Sportz,Second Owner,630000.0,2016,5,Manual
4616,4616,Renault,799.0,Petrol,Comprehensive,44870,Bangalore,KWID RXT,First Owner,310000.0,2015,5,Manual
4617,4617,Renault,999.0,Petrol,Comprehensive,8829,Bangalore,Triber RXL,First Owner,599000.0,2020,7,Manual
4618,4618,Hyundai,998.0,Petrol,Comprehensive,9453,Bangalore,Venue SX Opt Turbo DCT,First Owner,1295000.0,2022,5,Automatic
4619,4619,Renault,1461.0,Diesel,Comprehensive,77694,Bangalore,Duster SANDSTORM RXS 85 PS,First Owner,859000.0,2019,5,Manual
4620,4620,Mahindra,2179.0,Diesel,Comprehensive,52000,Bangalore,XUV500 W9 2WD,Third Owner,1100000.0,2018,7,Manual
4621,4621,Maruti,998.0,Petrol,Comprehensive,37963,Bangalore,A-Star AT VXI,First Owner,327000.0,2013,5,Automatic
4622,4622,Honda,1199.0,Petrol,Expired,90000,Bangalore,Amaze V CVT,First Owner,550000.0,2019,5,Automatic
4623,4623,Chevrolet,1991.0,Diesel,Comprehensive,85000,Bangalore,Captiva LTZ VCDi,First Owner,575000.0,2011,7,Automatic
4624,4624,Hyundai,998.0,Petrol,Comprehensive,3301,Bangalore,EON  Magna Plus Option O,First Owner,349000.0,2015,5,Manual
4625,4625,BMW,1995.0,Diesel,Comprehensive,72601,Bangalore,3 Series  Prestige,Second Owner,1100000.0,2012,5,Automatic
4626,4626,Renault,999.0,Petrol,Comprehensive,8274,Bangalore,KWID Climber  MT,First Owner,614000.0,2023,5,Manual
4627,4627,Hyundai,1197.0,Petrol,Comprehensive,61065,Bangalore,i20 Active  SX,First Owner,610000.0,2016,5,Manual
4628,4628,Skoda,1798.0,Petrol,Comprehensive,48012,Bangalore,Octavia  TSI AT L K,First Owner,1995000.0,2018,5,Automatic
4629,4629,Renault,1198.0,Petrol,Comprehensive,26000,Bangalore,Pulse  RxL,First Owner,395000.0,2016,5,Manual
4630,4630,Hyundai,1497.0,Petrol,Expired,55601,Bangalore,Creta S,First Owner,1130000.0,2022,5,Manual
4631,4631,Hyundai,1368.0,Petrol,Expired,42758,Bangalore,Verna VTVT  EX,Second Owner,641000.0,2018,5,Manual
4632,4632,Hyundai,1591.0,Petrol,Comprehensive,59000,Bangalore,Verna  SX VTVT,First Owner,650000.0,2015,5,Manual
4633,4633,Mahindra,2179.0,Diesel,Comprehensive,80500,Bangalore,XUV500 W11 FWD,First Owner,649000.0,2015,7,Manual
4634,4634,Hyundai,1493.0,Diesel,Third Party,40500,Bangalore,Creta SX,First Owner,1621000.0,2022,5,Manual
4635,4635,Hyundai,814.0,Petrol,Expired,67000,Bangalore,EON Era,Second Owner,235000.0,2013,5,Manual
